,Age,Gender,Average GPA,Attendance (%),Internship Done,Placement Status,In_Robotics,In_Coding Club,Knows_Machine Learning,Knows_Java,Knows_C++,Knows_SQL,Knows_Data Science,Knows_Python,Knows_Web Development,Extracirricular Activities,Domain_Consulting,Domain_Core Engineering,Domain_Hardware,Domain_Higher Studies,Domain_None,Domain_Research,Domain_Software,Backlogs_Binned
972,18,0,2.1412419425852827,94,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
973,22,1,2.085672091430472,67,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
974,19,1,2.0719132752590443,69,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2
975,22,0,2.0731719286662407,75,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
976,22,0,2.089391872533004,90,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
977,18,0,2.064327903869788,89,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
978,19,0,2.080690761080268,97,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
979,18,0,2.0918640616783932,95,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
980,22,0,2.052840859882657,98,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1
981,19,1,2.061786606441115,84,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
982,22,1,2.1341664413690826,95,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
983,22,1,2.0425181875752383,86,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,2
984,18,0,2.089391872533004,96,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
985,18,0,2.0831845279586703,99,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
986,23,1,2.1041341542702074,68,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
987,18,0,2.0451088625993306,64,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
988,18,0,2.0781907597781832,71,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
989,18,0,2.0744289998562917,90,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
990,23,0,2.102913897864978,66,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
991,18,0,2.086913556518537,78,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
992,18,1,2.048982334195127,89,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
993,19,0,2.050270164379556,61,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
994,19,0,2.1656192379208883,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
995,20,1,2.0744289998562917,87,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
996,19,1,2.149433913499871,64,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1
997,18,0,2.0731719286662407,77,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
998,21,0,2.050270164379556,74,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
999,22,0,2.0769384114617173,74,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
1000,21,0,2.1377104498038118,72,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
1001,20,1,1.958685340544036,62,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1002,23,1,2.1482677326096886,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1
1003,19,1,2.115049969147204,66,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1004,18,1,2.122261538862764,79,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1005,23,0,2.0744289998562917,79,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1006,21,1,2.1198634561787513,67,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1007,18,1,2.0918640616783932,95,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1008,21,0,1.969905654611529,97,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
1009,18,0,2.093097868127322,65,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1010,19,1,2.1016921506146558,98,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
1011,21,0,2.1564025828159643,99,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
1012,19,0,2.0906287310704004,99,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
1013,20,1,2.0769384114617173,77,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1014,18,1,2.084429083190875,76,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
1015,18,0,2.085672091430472,88,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1016,19,1,2.1102132003465894,72,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1017,19,1,2.038619547159581,73,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
1018,22,1,2.105352923464337,96,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
1019,23,0,2.0955609235597192,80,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1020,19,1,2.0294631718735947,87,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1021,20,1,2.1138429683971682,60,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
1022,18,1,2.0541237336955462,87,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1023,21,0,2.012232791986386,70,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
1024,18,1,2.064327903869788,68,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1025,21,1,2.1294214739848565,84,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1026,19,1,2.167910189667444,82,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
1027,19,1,2.080690761080268,94,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
1028,22,1,2.061786606441115,72,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
1029,20,1,2.124653884501384,68,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1030,20,1,2.0918640616783932,72,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
1031,20,1,2.0706530356467567,85,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1032,21,1,2.0881534822818573,77,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
1033,22,0,2.1065702090680887,60,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
1034,22,1,2.1341664413690826,95,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1035,18,1,2.0719132752590443,93,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
1036,23,0,2.0918640616783932,70,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
1037,22,0,2.0731719286662407,99,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
1038,21,0,2.1077860146889784,88,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1039,18,1,2.0881534822818573,85,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1040,23,0,2.033397603178429,83,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1041,19,0,2.0320878452963655,90,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
1042,23,1,2.028148247292285,75,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1043,19,0,2.0399207835175526,96,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
1044,21,1,2.085672091430472,60,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,2
1045,23,1,1.9919755158985601,68,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1046,23,1,2.033397603178429,82,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1047,19,1,2.162172939277301,92,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
1048,22,1,2.127040520479115,91,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1049,18,1,2.0943301541735866,65,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
1050,20,0,2.1294214739848565,73,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
1051,22,0,2.093097868127322,75,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
1052,23,1,2.033397603178429,83,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1053,19,0,2.086913556518537,65,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1054,21,0,2.0794415416798357,93,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
1055,22,1,1.9685099809725544,60,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1056,23,1,2.089391872533004,60,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1057,23,0,2.046401687601636,94,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1058,23,0,2.0992441689760155,63,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1
1059,21,1,2.065596134857783,65,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1060,22,1,2.0014800002101243,64,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
1061,20,0,2.050270164379556,93,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1062,23,1,2.093097868127322,98,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1063,23,0,2.1114245875328868,76,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
1064,20,0,2.086913556518537,79,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1065,21,0,2.0706530356467567,76,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
1066,22,0,2.1552445050953364,63,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1067,22,1,2.057962510002712,84,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1068,23,0,2.0149030205422647,69,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1069,18,0,2.0918640616783932,95,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1070,22,1,2.005525858729668,64,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1071,20,1,2.1552445050953364,72,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
1072,20,1,1.979621206397625,86,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1073,19,0,2.048982334195127,82,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
1074,22,0,2.1234584270966104,96,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
1075,19,0,2.1341664413690826,64,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1076,19,1,2.0906287310704004,69,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1077,22,0,2.081938421878423,94,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1078,21,1,2.0744289998562917,73,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1079,20,0,2.0943301541735866,64,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1080,21,1,2.0149030205422647,64,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
1081,22,0,2.081938421878423,74,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1082,22,1,2.0693912058263346,83,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
1083,21,0,2.0014800002101243,62,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1084,22,1,2.063058062429312,65,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1085,20,0,2.0781907597781832,71,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1086,20,0,2.1587147225743437,64,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1087,18,1,2.190535589185423,90,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1088,21,1,2.1138429683971682,68,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1089,18,0,2.1198634561787513,76,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1090,19,1,2.1102132003465894,72,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1091,21,0,2.1077860146889784,88,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1092,19,0,2.0412203288596382,72,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1093,22,1,2.0781907597781832,85,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
1094,23,0,2.0955609235597192,80,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1095,20,1,2.028148247292285,75,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1096,18,1,2.018895041811802,65,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1097,23,0,2.064327903869788,77,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1098,19,0,1.9712993830601329,65,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1
1099,19,1,2.1016921506146558,98,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
1100,18,1,2.1004689088719113,60,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1101,23,0,2.085672091430472,88,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1102,23,0,2.0744289998562917,69,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
1103,22,0,2.0360119837525,61,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1104,19,0,2.1447610078004784,89,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1105,19,0,2.0744289998562917,64,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1106,20,0,2.0831845279586703,64,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1107,19,0,2.169053700369523,72,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1108,18,0,2.0082140323914683,85,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
1109,19,0,2.0541237336955462,86,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
1110,22,0,2.1341664413690826,96,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1111,19,1,2.0943301541735866,88,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1112,18,1,2.012232791986386,90,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1113,20,1,2.017566137961748,69,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1114,22,0,2.0881534822818573,78,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
1115,19,0,2.066862759472976,93,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1116,21,0,2.0438143640366846,89,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
1117,22,1,2.178155014615869,63,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
1118,21,1,2.0399207835175526,61,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1119,23,0,2.1412419425852827,63,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1120,19,1,2.0744289998562917,62,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1121,23,0,2.1258479144939915,81,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
1122,19,1,2.105352923464337,60,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1123,18,0,2.0918640616783932,63,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
1124,22,1,2.1090003439213802,79,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1125,20,1,2.086913556518537,79,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1126,19,1,2.096790180014449,73,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
1127,21,1,2.115049969147204,83,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
1128,20,1,1.9782390361706734,68,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1129,18,1,2.0781907597781832,82,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1130,22,1,2.0744289998562917,74,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
1131,21,0,2.060513531794317,92,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
1132,22,1,2.0399207835175526,77,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2
1133,22,0,2.046401687601636,89,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
1134,21,0,2.1186622548331173,95,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
1135,22,0,2.005525858729668,63,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
1136,22,1,2.1041341542702074,90,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2
1137,18,0,2.0744289998562917,79,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
1138,20,1,2.048982334195127,79,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1139,22,0,2.0992441689760155,80,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2
1140,21,1,2.1065702090680887,91,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1141,21,0,2.081938421878423,75,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
1142,18,0,2.1377104498038118,66,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1143,23,1,2.154085084675602,70,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1144,20,1,2.063058062429312,89,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
1145,22,0,2.096790180014449,61,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1146,22,0,2.1077860146889784,74,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1147,18,1,2.0781907597781832,71,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
1148,22,0,2.0255131996542803,95,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1149,22,0,2.0992441689760155,69,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
1150,20,1,2.096790180014449,95,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
1151,20,1,2.1400661634962708,60,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1152,22,1,2.060513531794317,81,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
1153,18,0,2.093097868127322,96,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1154,20,1,2.017566137961748,60,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1155,18,1,2.1004689088719113,60,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1156,18,0,2.063058062429312,79,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
1157,23,1,2.1644717908644115,65,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
1158,18,1,2.0255131996542803,87,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1159,20,1,2.1258479144939915,95,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1160,19,1,2.1041341542702074,65,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1161,23,1,2.0794415416798357,74,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1162,20,0,1.9878743481543455,79,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
1163,19,1,2.052840859882657,95,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
1164,18,0,2.1424163408412245,61,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1165,23,1,2.063058062429312,70,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1166,19,0,1.998773638612381,76,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1
1167,21,1,2.050270164379556,74,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1168,22,1,2.1552445050953364,78,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
1169,21,1,2.0955609235597192,76,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1170,18,1,2.0095554142156695,74,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1171,18,1,2.0373166153791646,98,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
1172,18,1,2.061786606441115,80,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
1173,19,1,2.167910189667444,82,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
1174,22,1,2.0412203288596382,66,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
1175,20,0,2.089391872533004,73,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1176,19,1,2.0541237336955462,93,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
1177,21,1,2.046401687601636,71,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
1178,21,1,2.0769384114617173,79,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2
1179,21,1,2.1065702090680887,87,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
1180,19,1,2.066862759472976,91,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
1181,18,1,2.066862759472976,69,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1182,23,0,2.115049969147204,99,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1183,20,1,2.028148247292285,72,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1184,20,0,2.0831845279586703,83,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1185,23,0,2.157559320943788,81,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
1186,22,1,2.089391872533004,90,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
1187,19,0,2.0515563381903004,89,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1188,20,1,2.028148247292285,95,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1189,18,0,2.0918640616783932,63,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
1190,22,0,2.0943301541735866,68,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1191,18,1,2.0980179272527715,70,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
1192,22,0,2.1529243184396396,78,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1193,21,0,2.1114245875328868,65,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1194,19,0,2.089391872533004,84,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1195,20,1,2.1174596088673567,75,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1196,23,0,2.0881534822818573,80,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1
1197,21,0,2.064327903869788,80,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
1198,21,1,2.0149030205422647,64,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
1199,19,0,2.1114245875328868,76,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1200,22,0,2.030776369698555,77,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1201,23,1,2.0769384114617173,99,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
1202,23,0,2.063058062429312,89,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1203,22,0,2.0399207835175526,77,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2
1204,22,1,2.05668455455722,62,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1205,18,0,2.102913897864978,93,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1206,19,1,2.0476928433652555,92,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,2
1207,19,1,2.167910189667444,92,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
1208,18,0,2.0360119837525,84,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
1209,22,1,2.085672091430472,78,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1210,21,1,2.096790180014449,60,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1211,19,1,2.0992441689760155,84,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
